ringing info,,,,logger info,,,,,individual information,,,,,,morphometrics,,,,breeding status,,,,,,breeding location,,,,,samples,,,other,,,,,
date,ring_number,euring_code,color_ring,logger_status,logger_model_retrieved,logger_id_retrieved,logger_model_deployed,logger_id_deployed,species,morph,subspecies,age,sex,sexing_method,weight,scull,tarsus,wing,breeding_stage,eggs,chicks,hatching_success,breeding_success,breeding_success_criterion,country,colony,colony_latitude,colony_longitude,nest_id,blood_sample,feather_sample,other_samples,data_responsible,back_on_nest,logger_mount_method,comment,"other relevant variables, e.g. 'gonys', 'culmen, ",old_ring_number
6/29/2016,2001015,NOS,Red SO,individual observed (logger still attached),,,,,european shag,,,adult_unknown,,,,,,,,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/17/2016,2001167,NOS,Red SS,individual observed (logger still attached),,,,,european shag,,,adult_unknown,,,,,,,,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/16/2016,2001046,NOS,Red SB,individual observed (logger still attached),,,,,european shag,,,adult_unknown,,,,,,,,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/13/2016,2000968,NOS,Red RJ,individual observed (logger still attached),,,,,european shag,,,adult_unknown,,,,,,,,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/9/2016,2000706,NOS,Red SX,individual observed (logger still attached),,,,,european shag,,,adult_unknown,,,,,,,,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
6/5/2016,2000799,NOS,Red ST,individual observed (logger status unknown),,,,,european shag,,,adult_unknown,,,,,,,,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
5/10/2016,2000711,NOS,Red SU,individual observed (logger still attached),,,,,european shag,,,adult_unknown,,,,,,,,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/5/2016,2001442,NOS,"PW, green",individual caught (first deployment),,,c330,Y099,european shag,,,adult_unknown,female,behaviour,1730,131.7,,273,rearing chicks,,2,,,,norway,sklinna,65.202,10.995,11,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/5/2016,2001443,NOS,"VK, green",individual caught (first deployment),,,c330,B1526,european shag,,,adult_unknown,male,behaviour,2040,135.1,,283,rearing chicks,1,1,,,,norway,sklinna,65.202,10.995,14,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/5/2016,2001446,NOS,"PS, green",individual caught (first deployment),,,c330,Y120,european shag,,,adult_unknown,male,behaviour,1740,134.1,,272,rearing chicks,,2,,,,norway,sklinna,65.202,10.995,19,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/5/2016,2001447,NOS,"VJ, green",individual caught (first deployment),,,c330,B1264,european shag,,,adult_unknown,male,behaviour,2000,137.1,,276,rearing chicks,,3,,,,norway,sklinna,65.202,10.995,21,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/5/2016,2001448,NOS,"VP, green",individual caught (first deployment),,,c330,B1527,european shag,,,adult_unknown,male,behaviour,2080,138.8,,281,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,22,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/7/2016,2000903,NOS,"PV, green",individual caught (logger retrieved and replaced),c250,T105,c330,Y113,european shag,,,adult_unknown,female,behaviour,1900,,,,rearing chicks,,3,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,Logger downloaded,,
7/9/2016,2001414,NOS,"PZ, green",individual caught (first deployment),,,c330,Y111,european shag,,,adult_unknown,male,behaviour,1960,135.7,,283,rearing chicks,,2,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/10/2016,2001015,NOS,"VR, green",individual caught (logger retrieved and replaced),c250,T115,c330,Y105,european shag,,,adult_unknown,male,behaviour,1800,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,27,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,Logger downloaded,,
7/10/2016,2001454,NOS,"VV, green",individual caught (first deployment),,,c330,Y119,european shag,,,adult_unknown,female,behaviour,1690,137.6,,277,rearing chicks,1,2,,,,norway,sklinna,65.202,10.995,29,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/10/2016,2001455,NOS,"VF, green",individual caught (first deployment),,,c330,Y100,european shag,,,adult_unknown,male,behaviour,2190,139.4,,281,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,ved 32,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/10/2016,2000958,NOS,"VT, green",individual caught (first deployment),,,c330,Y102,european shag,,,adult_unknown,male,behaviour,1900,135.4,,286,rearing chicks,,3,,,,norway,sklinna,65.202,10.995,ved 32,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/10/2016,2001459,NOS,"VA, green",individual caught (first deployment),,,c330,B1201,european shag,,,adult_unknown,female,behaviour,1660,130.3,,258,rearing chicks,,3,,,,norway,sklinna,65.202,10.995,37,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/10/2016,2001460,NOS,"VW, green",individual caught (first deployment),,,c330,Y093,european shag,,,adult_unknown,female,behaviour,1740,137.8,,270,rearing chicks,,3,,,,norway,sklinna,65.202,10.995,38,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/10/2016,2001461,NOS,"VE, green",individual caught (first deployment),,,c330,Y095,european shag,,,adult_unknown,male,behaviour,1800,135.7,,279,rearing chicks,1,2,,,,norway,sklinna,65.202,10.995,42,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/10/2016,2001428,NOS,"PY, green",individual caught (first deployment),,,c330,Y107,european shag,,,adult_unknown,female,behaviour,1690,137.4,,267,rearing chicks,,2,,,,norway,sklinna,65.202,10.995,1,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/10/2016,2001434,NOS,"VG, green",individual caught (first deployment),,,c330,B1204,european shag,,,adult_unknown,male,behaviour,1810,135.9,,271,rearing chicks,,2,,,,norway,sklinna,65.202,10.995,11,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/10/2016,2001435,NOS,"VS, green",individual caught (first deployment),,,c330,B1205,european shag,,,adult_unknown,female,behaviour,1550,139.2,,263,rearing chicks,,2,,,,norway,sklinna,65.202,10.995,12,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/13/2016,2001472,NOS,"VY, green",individual caught (first deployment),,,c330,Y110,european shag,,,adult_unknown,female,behaviour,1740,132.9,,268,rearing chicks,,3,,,,norway,sklinna,65.202,10.995,enden av molo,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/13/2016,2001473,NOS,"VC, green",individual caught (first deployment),,,c330,Y109,european shag,,,adult_unknown,female,behaviour,1880,137.3,,272,incubating,1,,,,,norway,sklinna,65.202,10.995,Mellom 32 og 33,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,,,
7/13/2016,2001020,NOS,"VD, green",individual caught (logger retrieved and replaced),c250,M899,c330,Y115,european shag,,,adult_unknown,female,behaviour,1520,,,,rearing chicks,,2,,,,norway,sklinna,65.202,10.995,Ved 32 (lomvikol),"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,,Logger downloaded,,
7/1/2016,5175137,NOS,,individual caught (first deployment),,,c65,Z231,atlantic puffin,,,adult_unknown,unknown,none_yet,400,77.4,,167,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 45,2, Gonys 33,7",
7/1/2016,5175138,NOS,,individual caught (first deployment),,,c65,Z236,atlantic puffin,,,adult_unknown,unknown,none_yet,390,76.1,,172,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 46,0, Gonys 31,3",
7/1/2016,5175139,NOS,,individual caught (first deployment),,,c65,Z234,atlantic puffin,,,adult_unknown,unknown,none_yet,470,81.4,,169,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 46,0, Gonys 36,2",
7/1/2016,5175140,NOS,,individual caught (first deployment),,,c65,Z232,atlantic puffin,,,adult_unknown,unknown,none_yet,420,76.2,,166,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 43,7, Gonys 37,6",
7/4/2016,5104211,NOS,,individual caught (first deployment),,,f100,Y604,atlantic puffin,,,adult_unknown,unknown,none_yet,395,77.9,,169,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 45,1, Gonys 32,3",
7/4/2016,5175141,NOS,,individual caught (first deployment),,,f100,Y612,atlantic puffin,,,adult_unknown,unknown,none_yet,465,80.4,,174,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 47,3, Gonys 32,6",
7/4/2016,5175142,NOS,,individual caught (first deployment),,,f100,Y614,atlantic puffin,,,adult_unknown,unknown,none_yet,490,81.5,,171,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 43,3, Gonys 35,2",
7/4/2016,5175143,NOS,,individual caught (first deployment),,,f100,Y595,atlantic puffin,,,adult_unknown,unknown,none_yet,450,81.1,,179,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 47,0, Gonys 34,8",
7/6/2016,5175015,NOS,,individual caught (first deployment),,,f100,Y619,atlantic puffin,,,adult_unknown,unknown,none_yet,470,80.9,,177,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 42,4, Gonys 34,6",
7/6/2016,5104219,NOS,,individual caught (logger retrieved and replaced),c65,T557,f100,Y602,atlantic puffin,,,adult_unknown,unknown,none_yet,450,,,,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,,Logger downloaded,
7/6/2016,5175144,NOS,,individual caught (first deployment),,,f100,Y613,atlantic puffin,,,adult_unknown,unknown,none_yet,455,80.7,,175,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 48,8, Gonys 36,4",
7/6/2016,5175145,NOS,,individual caught (first deployment),,,f100,Y592,atlantic puffin,,,adult_unknown,unknown,none_yet,475,83.6,,174,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 49,1, Gonys 35,0",
7/6/2016,5175146,NOS,,individual caught (first deployment),,,f100,Y609,atlantic puffin,,,adult_unknown,unknown,none_yet,415,81,,168,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 47,4, Gonys 31,1",
7/6/2016,5104218,NOS,,individual caught (first deployment),,,f100,Y610,atlantic puffin,,,adult_unknown,unknown,none_yet,445,80.7,,172,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 45,3, Gonys 33,6",
7/9/2016,5175147,NOS,,individual caught (first deployment),,,c65,Z233,atlantic puffin,,,adult_unknown,unknown,none_yet,450,80.6,,174,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 48,8, Gonys 36,1",
7/13/2016,5175157,NOS,,individual caught (logger retrieved and replaced),c65,T543,c65,Z246,atlantic puffin,,,adult_unknown,unknown,none_yet,450,,,,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,,Logger downloaded,
7/13/2016,5175127,NOS,,individual caught (logger retrieved and replaced),Mk4093,v2018033,c65,Z251,atlantic puffin,,,adult_unknown,unknown,none_yet,570,,,,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,,Logger downloaded,
7/13/2016,5104256,NOS,,individual caught (first deployment),,,c65,Z284,atlantic puffin,,,adult_unknown,unknown,none_yet,430,,,,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,,,
7/13/2016,5175148,NOS,,individual caught (first deployment),,,c65,Z247,atlantic puffin,,,adult_unknown,unknown,none_yet,475,83.3,,180,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 48,2, Gonys 36,0",
7/13/2016,5175149,NOS,,individual caught (first deployment),,,f100,Y598,atlantic puffin,,,adult_unknown,unknown,none_yet,500,79,,177,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Blood for DNA,"Culm 46,8, Gonys 34,5",
7/13/2016,5175161,NOS,,individual caught (logger retrieved and replaced),c65,T540,f100,Y615,atlantic puffin,,,adult_unknown,unknown,none_yet,420,,,,breeding/stage_unknown,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,,Logger downloaded,
7/2/2016,J02528,NOS,,individual caught (logger retrieved and replaced),c250,T097,c330,B1242,common guillemot,Bridled,,adult_unknown,unknown,dna,1020,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger failed,,
7/2/2016,J02635,NOS,,individual caught (logger retrieved and replaced),c250,T089,c330,B1258,common guillemot,Bridled,,adult_unknown,unknown,dna,960,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger downloaded,,
7/2/2016,J02437,NOS,,individual caught (logger retrieved and replaced),mk15,24539,c330,B1241,common guillemot,Not Bridled,,adult_unknown,unknown,dna,870,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger failed,,
7/2/2016,J02418,NOS,,individual caught (logger retrieved and replaced),c250,T086,c330,B1259,common guillemot,Not bridled,,adult_unknown,unknown,dna,900,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger downloaded,,
7/4/2016,J02416,NOS,,individual caught (logger retrieved and replaced),c250,T079,c330,B1247,common guillemot,Bridled,,adult_unknown,unknown,dna,1060,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger downloaded,,
7/4/2016,J02618,NOS,,individual caught (logger retrieved and replaced),c250,T095,c330,B1262,common guillemot,Not Bridled,,adult_unknown,unknown,dna,1020,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger downloaded,,
7/4/2016,J02621,NOS,,individual caught (logger retrieved and replaced),c250,T080,c330,B1252,common guillemot,Not Bridled,,adult_unknown,unknown,dna,860,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger downloaded,,
7/4/2016,J02454,NOS,,individual caught (logger retrieved and replaced),c250,T087,c330,B1243,common guillemot,Not Bridled,,adult_unknown,unknown,dna,970,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger downloaded,,
7/4/2016,J02619,NOS,,individual caught (logger retrieved and replaced),c250,T075,c330,B1244,common guillemot,Not Bridled,,adult_unknown,unknown,dna,880,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger downloaded,,
7/4/2016,J02632,NOS,,individual caught (logger retrieved and replaced),c250,T081,c330,B1239,common guillemot,Not Bridled,,adult_unknown,unknown,dna,920,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger downloaded,,
7/4/2016,J02534,NOS,,individual caught (logger retrieved and replaced),mk3006,V2014103,c330,B1233,common guillemot,Not Bridled,,adult_unknown,unknown,dna,970,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger failed,,
7/4/2016,J02633,NOS,,individual caught (logger retrieved and replaced),c250,T085,c330,B1251,common guillemot,Not Bridled,,adult_unknown,unknown,dna,930,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger downloaded,,
7/4/2016,J02527,NOS,,individual caught (logger retrieved and replaced),c250,T098,c330,B1254,common guillemot,Not Bridled,,adult_unknown,unknown,dna,960,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger failed,,
7/4/2016,J02626,NOS,,individual caught (logger retrieved and replaced),mk3006,V2014119,c330,B1246,common guillemot,Not Bridled,,adult_unknown,unknown,dna,920,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger downloaded,,
7/6/2016,J02615,NOS,,individual caught (logger retrieved and replaced),mk3006,V2014126,c330,B1255,common guillemot,Not Bridled,,adult_unknown,unknown,dna,840,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger failed,,
7/6/2016,J02433,NOS,,individual caught (logger retrieved and replaced),mk3006,V2014109,c330,B1237,common guillemot,Not Bridled,,adult_unknown,unknown,dna,960,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger failed,,
7/6/2016,J02455,NOS,,individual caught (logger retrieved and replaced),c250,T077,c330,B1240,common guillemot,Not Bridled,,adult_unknown,unknown,dna,970,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger failed,,
7/6/2016,J02628,NOS,,individual caught (logger retrieved and replaced),mk3006,V2014120,c330,B1231,common guillemot,Not Bridled,,adult_unknown,unknown,dna,920,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger failed,,
7/8/2016,J02751,NOS,,individual caught (first deployment),,,c330,B1261,common guillemot,Bridled,,adult_unknown,unknown,dna,880,,,205,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,,,
7/8/2016,J02402,NOS,,individual caught (logger lost and replaced),,,c330,B1260,common guillemot,Not Bridled,,adult_unknown,unknown,dna,970,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,,,
7/8/2016,J02752,NOS,,individual caught (first deployment),,,c330,B1248,common guillemot,Not Bridled,,adult_unknown,unknown,dna,905,,,200,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,,,
7/8/2016,J02419,NOS,,individual caught (first deployment),,,c330,B1230,common guillemot,Not Bridled,,adult_unknown,unknown,dna,970,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,,,
7/8/2016,J02439,NOS,,individual caught (logger retrieved and replaced),mk3006,V925115,c330,B1256,common guillemot,Bridled,,adult_unknown,unknown,dna,935,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger failed,,
7/8/2016,J02753,NOS,,individual caught (first deployment),,,c330,B1249,common guillemot,Bridled,,adult_unknown,unknown,dna,940,,,209,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,,,
7/8/2016,J02754,NOS,,individual caught (first deployment),,,c330,B1253,common guillemot,Not Bridled,,adult_unknown,unknown,dna,960,,,202,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,,,
7/8/2016,J02636,NOS,,individual caught (logger retrieved and replaced),c250,T090,c330,B1257,common guillemot,Not Bridled,,adult_unknown,unknown,dna,900,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger downloaded,,
